age,height,weight,activity_level,diet_quality,smoking_status,alcohol_consumption,sleep_hours,stress_level,health_tips
49,174,63,Moderate,Poor,Yes,Yes,7,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
26,158,94,Low,Good,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
44,167,76,Low,Good,Yes,Yes,8,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
20,189,70,Moderate,Average,Yes,Yes,6,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
74,170,64,High,Poor,Yes,Yes,8,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
70,156,69,High,Good,No,No,5,High,Ensure you get at least 7-8 hours of sleep each night.
21,186,89,Low,Good,Yes,Yes,5,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
62,196,76,Low,Good,Yes,No,5,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
79,168,67,Low,Good,No,Yes,8,Low,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
32,176,71,Moderate,Good,Yes,No,8,Medium,Consider quitting smoking to improve your overall health.
50,198,82,Moderate,Poor,Yes,No,5,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
22,165,74,Low,Average,Yes,No,6,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
21,157,88,Moderate,Good,Yes,Yes,8,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
63,151,57,Moderate,Average,Yes,No,9,Medium,Consider quitting smoking to improve your overall health.
29,178,77,Moderate,Average,No,No,5,Low,Ensure you get at least 7-8 hours of sleep each night.
78,166,58,Moderate,Good,No,Yes,8,High,Limit alcohol consumption to maintain liver health.
40,179,96,High,Poor,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
31,162,72,Low,Average,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
75,183,63,Low,Average,No,No,8,Low,Increase your physical activity to at least 30 minutes a day.
63,151,95,High,Average,No,Yes,8,High,Limit alcohol consumption to maintain liver health.
29,179,97,Low,Average,Yes,No,8,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
74,196,80,Moderate,Good,Yes,No,9,Medium,Consider quitting smoking to improve your overall health.
34,180,52,Low,Average,No,Yes,7,Medium,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
42,167,97,Moderate,Good,No,No,5,High,Ensure you get at least 7-8 hours of sleep each night.
47,199,75,Low,Good,Yes,No,7,Medium,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
39,155,90,Low,Poor,No,No,7,High,Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
64,171,89,Moderate,Poor,Yes,No,5,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
43,155,95,High,Poor,Yes,Yes,8,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
34,174,63,Low,Poor,Yes,No,8,Medium,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
78,191,80,Moderate,Poor,No,Yes,5,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
75,165,89,High,Poor,Yes,No,4,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
72,189,80,Moderate,Average,No,No,7,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
71,193,95,Low,Good,No,No,7,Medium,Increase your physical activity to at least 30 minutes a day.
79,190,50,Low,Good,Yes,No,6,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
37,195,85,Moderate,Average,Yes,No,8,Low,Consider quitting smoking to improve your overall health.
51,173,96,High,Poor,No,No,8,Medium,Improve your diet by including more fruits and vegetables.
58,197,53,High,Poor,Yes,Yes,7,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
50,171,95,Low,Average,Yes,No,9,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
54,192,63,High,Poor,Yes,No,9,Medium,Consider quitting smoking to improve your overall health. | Improve your diet by including more fruits and vegetables.
77,172,59,Low,Average,Yes,No,9,Medium,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
77,190,73,Low,Average,Yes,No,9,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
75,182,58,High,Average,Yes,No,4,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
24,159,95,Moderate,Average,Yes,No,4,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
39,190,97,High,Good,No,No,6,Medium,Ensure you get at least 7-8 hours of sleep each night.
49,178,66,High,Poor,No,Yes,5,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
31,197,87,Moderate,Poor,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
25,195,88,Moderate,Poor,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
74,178,95,Low,Poor,Yes,Yes,8,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
42,160,84,Low,Average,No,Yes,5,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
33,171,94,Moderate,Average,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night.
59,161,57,Moderate,Good,No,Yes,8,Medium,Limit alcohol consumption to maintain liver health.
36,169,81,Low,Good,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
58,165,56,Moderate,Average,No,Yes,8,High,Limit alcohol consumption to maintain liver health.
72,159,93,Low,Average,No,No,7,High,Increase your physical activity to at least 30 minutes a day.
33,174,59,High,Poor,No,No,7,High,Improve your diet by including more fruits and vegetables.
29,199,77,Moderate,Poor,No,No,6,Medium,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
56,169,60,High,Poor,No,Yes,8,Medium,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
65,164,57,High,Average,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
47,186,93,Low,Good,Yes,Yes,8,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
75,181,74,High,Poor,Yes,No,6,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
19,156,65,Low,Average,Yes,No,8,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
49,187,81,Low,Average,No,No,7,Low,Increase your physical activity to at least 30 minutes a day.
72,179,85,High,Average,Yes,Yes,7,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
62,186,85,Moderate,Poor,Yes,Yes,5,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
42,187,88,Low,Good,No,Yes,9,Low,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
79,195,75,Low,Poor,Yes,No,7,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
42,178,59,Moderate,Poor,Yes,Yes,9,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
21,166,96,High,Average,No,No,9,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
36,155,89,Low,Poor,No,No,8,Low,Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
65,168,80,Moderate,Average,Yes,No,5,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
